C:\Users\suyas\Desktop\finding lanes\Data\IMG\center_2020_01_05_15_28_53_476.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\left_2020_01_05_15_28_53_476.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\right_2020_01_05_15_28_53_476.jpg, 0, 0, 0, 7.831532E-05
C:\Users\suyas\Desktop\finding lanes\Data\IMG\center_2020_01_05_15_28_53_578.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\left_2020_01_05_15_28_53_578.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\right_2020_01_05_15_28_53_578.jpg, 0, 0, 0, 8.0957E-05
C:\Users\suyas\Desktop\finding lanes\Data\IMG\center_2020_01_05_15_28_53_679.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\left_2020_01_05_15_28_53_679.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\right_2020_01_05_15_28_53_679.jpg, 0, 0, 0, 7.965456E-05
C:\Users\suyas\Desktop\finding lanes\Data\IMG\center_2020_01_05_15_28_53_779.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\left_2020_01_05_15_28_53_779.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\right_2020_01_05_15_28_53_779.jpg, 0, 0, 0, 7.842043E-05
C:\Users\suyas\Desktop\finding lanes\Data\IMG\center_2020_01_05_15_28_53_881.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\left_2020_01_05_15_28_53_881.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\right_2020_01_05_15_28_53_881.jpg, 0, 0, 0, 7.783929E-05
C:\Users\suyas\Desktop\finding lanes\Data\IMG\center_2020_01_05_15_28_53_983.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\left_2020_01_05_15_28_53_983.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\right_2020_01_05_15_28_53_983.jpg, 0, 0, 0, 7.839634E-05
C:\Users\suyas\Desktop\finding lanes\Data\IMG\center_2020_01_05_15_28_54_083.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\left_2020_01_05_15_28_54_083.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\right_2020_01_05_15_28_54_083.jpg, 0, 0, 0, 7.858797E-05
C:\Users\suyas\Desktop\finding lanes\Data\IMG\center_2020_01_05_15_28_54_186.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\left_2020_01_05_15_28_54_186.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\right_2020_01_05_15_28_54_186.jpg, 0, 0, 0, 7.801266E-05
C:\Users\suyas\Desktop\finding lanes\Data\IMG\center_2020_01_05_15_28_54_287.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\left_2020_01_05_15_28_54_287.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\right_2020_01_05_15_28_54_287.jpg, 0, 0, 0, 7.967874E-05
C:\Users\suyas\Desktop\finding lanes\Data\IMG\center_2020_01_05_15_28_54_389.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\left_2020_01_05_15_28_54_389.jpg, C:\Users\suyas\Desktop\finding lanes\Data\IMG\right_2020_01_05_15_28_54_389.jpg, 0, 0, 0, 7.836013E-05
